cityid,name,locality,cost,cuisine,votes,rating
458,Kakori House,"Bandra West, Bandra",1500,"Mughlai,  Awadhi",9,3.7
458,Kakori House,"Sakinaka, Andheri East",1500,"Mughlai,  Awadhi",14,4
458,Kakori House,"Shiv Sagar CHS,Mahim, South Mumbai",1500,"Mughlai,  Awadhi",23,4.2
458,Kale & Kaffe,"Laxmi Plaza,Near Andheri West Station, Andheri West",1200,"Continental,  Health Food,  Desserts",10,4.2
458,Kasbah Grand,"Chandiwala Arcade,Goregaon West, North Western",2000,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Asian,  Arabian,  Mughlai",401,4.1
458,Kath N Ghat,"Panch Pakhadi, Thane",1500,"Maharashtrian,  North Indian,  Seafood",50,4.5
458,Kattyz,"Amrapali Shopping Center,Vasant Vihar, Thane",200,Fast Food,2,3
458,Kerala Cafe,"Vardan Apartment,Vasai West, North Western",800,"Kerala,  Chinese,  South Indian",52,4.2
458,Keys Cafe - Keys Hotel Nestor,"Marol, Andheri East",1000,"Continental,  North Indian,  Coffee",9,3.1
458,Khana Khazana,"Charni Road, South Mumbai",500,"North Indian,  Chinese,  South Indian,  Gujarati",11,4.7
458,Khao Piyo,"Khar West, Bandra",1200,"Italian,  Continental,  North Indian",65,4.3
458,Kill No Kalorie,"Kulkarni CHS Building,Thane West, Thane",900,"Multi-Cuisine,  Italian,  Continental,  Mexican",7,5
458,King Chilli,"Koteshwar Palace Building,Near Andheri East Station, Andheri East",800,"Chinese,  Thai,  Asian",23,4.2
458,Kissa Stories Over Food,"Andheri Lokhandwala, Andheri West",1500,"Italian,  Continental,  Mediterranean,  Asian",12,4.3
458,Kofuku,"Suburbia Mall,Bandra West, Bandra",2500,Japanese,114,4.4
458,Kokani Katta,"Mira Road, North Western",1000,"North Indian,  Seafood,  Maharashtrian,  Malvani",24,3.9
458,Kosho,"Powai, Powai",1200,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  Seafood,  Mughlai",10,4.2
458,Krave - The Multi Cuisine,"Goregaon West, North Western",1200,"North Indian,  Chinese,  Fast Food",59,4.5
458,L&S Bistro,"InterContinental,Nariman Point, South Mumbai",3000,"Italian,  North Indian,  Thai",220,4.5
458,La Crosta,"Kharghar, Navi Mumbai",400,"Italian,  Mexican",3,4.1
458,La Flame,"Avior Building,Mulund West, Central Suburbs",1200,"North Indian,  Chinese,  Lebanese",12,4.6
458,Lake View Cafe,"Renaissance Mumbai Convention Centre Hotel,Powai, Powai",3000,"North Indian,  Italian,  Continental",271,4.2
458,Lalit Fine Dine,"Topiwala Building,Goregaon West, North Western",1200,"North Indian,  Mughlai,  Chinese,  Seafood",65,4.1
458,Le Cafe,"Hotel Jewel of Chembur,Chembur, Central Suburbs",1200,"Italian,  Continental,  European",205,4.4
458,Light House Cafe,"Sun Ville,Worli, South Mumbai",2500,"American,  North Indian,  Italian,  Thai,  Mexican",239,4
458,Little Asia,"Mahakali, Andheri East",800,"Asian,  Chinese,  Thai,  Burmese,  Malaysian",4,3.9
458,Live It Up,"Satra Plaza,Vashi, Navi Mumbai",1000,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Oriental ",61,4
458,Local Stop,"Chembur, Central Suburbs",1000,"North Indian,  Chinese",54,3.4
458,Loco Loca,"The Empresa Hotel,Near Andheri West Station, Andheri West",1200,"Mediterranean,  North Indian,  Spanish",158,4.3
458,London Taxi,"Kamala Mills Compound,Lower Parel, South Mumbai",1600,"Multi-Cuisine,  Continental,  European,  Asian,  Modern Indian",403,4.4
458,Lord Forklore,"Sul Building,Airoli, Navi Mumbai",1000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",29,4.4
458,Lord of the Drinks,"Hiranandani, Powai",1500,"North Indian,  Italian,  Chinese,  Continental,  Finger Food",143,4.2
458,Lotus Cafe,"JW Marriott Hotel,Juhu, Andheri West",3500,"North Indian,  Italian,  Continental",171,4.6
458,Lucknowee Tunday Kebab,"Byculla, South Mumbai",800,"North Indian,  Chinese,  Seafood,  Mughlai",83,4.2
458,Lucky Restaurant,"Bandra West, Bandra",500,"North Indian,  Mughlai,  Chinese",56,3.9
458,Lucky Restaurant,"Goregaon East, North Western",500,"North Indian,  Mughlai,  Chinese",10,3.9
458,MH04 The Drunk Yard,"Kothari Compound,Thane West, Thane",2000,"Finger Food,  North Indian,  Italian,  Continental,  Mexican",111,4.3
458,Mad Over Donuts,"Bhattad Towers,Borivali West, North Western",450,"Desserts,  Doughnuts,  Waffle",28,4.4
458,Mad Over Donuts,"City Park Building,Powai, Powai",450,"Desserts,  Doughnuts,  Waffle",63,4.6
458,Mad Over Donuts,"Cumballa Hill, South Mumbai",450,"Desserts,  Doughnuts,  Waffle",10,4.7
458,Mad Over Donuts,"Dombivli East, Dombivali",450,"Desserts,  Doughnuts,  Waffle",6,4.5
458,Mad Over Donuts,"Fair Lawn CHS,Chembur, Central Suburbs",450,"Desserts,  Doughnuts,  Waffle",22,4.6
458,Mad Over Donuts,"Growel's 101 Mall,Kandivali East, North Western",450,"Desserts,  Doughnuts,  Waffle",23,4.6
458,Mad Over Donuts,"High Street Phoenix Mall,Lower Parel, South Mumbai",450,"Desserts,  Doughnuts,  Waffle",57,4.5
458,Mad Over Donuts,"HyperCITY Mall,Malad West, North Western",450,"Desserts,  Doughnuts,  Waffle",18,4.4
458,Mad Over Donuts,"Inorbit Mall,Malad West, North Western",450,"Desserts,  Doughnuts,  Waffle",32,4.3
458,Mad Over Donuts,"Inorbit Mall,Vashi, Navi Mumbai",450,"Desserts,  Doughnuts,  Waffle",33,4.3
458,Mad Over Donuts,"Kamal Building,Bandra West, Bandra",450,"Desserts,  Doughnuts,  Waffle",41,4.5
458,Mad Over Donuts,"Maitreya Business Park,Vile Parle East, Andheri East",450,"Desserts,  Doughnuts,  Waffle",21,4.1
458,Mad Over Donuts,"Mulund West, Central Suburbs",450,"Desserts,  Doughnuts,  Waffle",21,4.2
458,Mad Over Donuts,"Near Andheri West Station, Andheri West",450,"Desserts,  Doughnuts,  Waffle",18,4.4
458,Mad Over Donuts,"Nerul, Navi Mumbai",450,"Desserts,  Doughnuts,  Waffle",22,4.4
458,Mad Over Donuts,"Oberoi Mall,Goregaon East, North Western",450,"Desserts,  Doughnuts,  Waffle",39,4.5
458,Mad Over Donuts,"Phoenix Marketcity Mall,Kurla West, Central Suburbs",450,"Desserts,  Doughnuts,  Waffle",41,4.5
458,Mad Over Donuts,"Profit Centre,Kandivali West, North Western",450,"Desserts,  Doughnuts,  Waffle",41,4.4
458,Mad Over Donuts,"R City Mall,Ghatkopar West, Central Suburbs",450,"Desserts,  Doughnuts,  Waffle",27,4.6
458,Mad Over Donuts,"Sai Swar CHS,Kharghar, Navi Mumbai",450,"Desserts,  Doughnuts,  Waffle",18,4.7
458,Mad Over Donuts,"Shakuntal Building,Dadar West, South Mumbai",450,"Desserts,  Doughnuts,  Waffle",46,4.7
458,Mad Over Donuts,"Shubham Housing Society,Versova, Andheri West",450,"Desserts,  Doughnuts,  Waffle",25,4.4
458,Mad Over Donuts,"Viviana Mall,Thane West, Thane",450,"Desserts,  Doughnuts,  Waffle",62,4.6
458,Magari,"Kandivali West, North Western",900,"Italian,  Continental",10,4
458,Maharaja Bhog,"Juhu, Andheri West",1200,"Gujarati,  North Indian,  Rajasthani",141,4.3
458,Mahesh Lunch Home,"Sakinaka, Andheri East",1800,"Multi-Cuisine,  Continental,  South Indian,  Seafood,  Coastal,  Indian Cuisine",66,4.3
458,Mainland China,"Platinum Techno Park,Vashi, Navi Mumbai",1800,"Chinese,  Seafood",314,4.4
458,Mainland China,"Veera Desai, Andheri West",1800,"Chinese,  Japanese,  Seafood",364,4.5
458,Mainland China,"Viviana Mall,Thane West, Thane",1800,"Chinese,  Seafood,  Asian",321,4.3
458,Makhna,"Seawoods, Navi Mumbai",1700,North Indian,5,3.2
458,Malhaar Lunch Home,"Blossom Arcade,Mira Road, North Western",800,"Seafood,  Goan,  North Indian,  Chinese",38,4.4
458,Malhar Tribes,"Marol, Andheri East",2000,"Chinese,  Seafood,  Goan,  Biryani",26,4.4
458,Mamagoto,"Gazebo House,Bandra West, Bandra",1500,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",312,4.5
458,Manuhaar – The Taste of Tradition,"Hotel Sahara Star,Vile Parle East, Andheri East",3000,"Gujarati,  Rajasthani",50,4.6
458,Maple Restro Bar,"Agarwal Arcade,Thane West, Thane",1000,"North Indian,  Chinese,  Seafood,  Mughlai",21,4.1
458,Masala Library by Jiggs Kalra,"FIFC Building,Bandra Kurla Complex, Bandra",5000,"North Indian,  South Indian",224,4.7
458,Masala Mastee,"Borivali West, North Western",1200,"North Indian,  Chinese,  Continental,  Street Food,  Fast Food",311,4.3
458,Masque,"Laxmi Woolen Mills,Mahalaxmi, South Mumbai",8000,"European,  Modern Indian",26,4.6
458,Melting Pot,"Juhu Residency Boutique Hotel,Juhu, Andheri West",1800,"North Indian,  Chinese,  Seafood,  Oriental ",225,4.4
458,Meraki,"Bandra West, Bandra",600,"Chinese,  Thai,  Burmese",30,4.2
458,Mesa Bistro,"Svenska Design Hotel,Near Andheri West Station, Andheri West",2000,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood,  Oriental ",16,3.5
458,Messy Addaa,"Matunga East, South Mumbai",700,"Fast Food,  Italian",62,4.6
458,Mi Hi Koli,"Ajit Darshan Building,Thane West, Thane",1000,"Seafood,  Maharashtrian,  Malvani",307,4
458,Mi Hi Koli,"Mulund West, Central Suburbs",1000,"Seafood,  Maharashtrian,  Malvani",99,3.7
458,Mia Cuccinna,"Bandra West, Bandra",2200,"Fast Food,  Italian,  Continental",96,4.2
458,Mia Cucina,"Transocean House,Powai, Powai",2200,"Italian,  Continental",179,4.2
458,Ming Yang,"Taj Lands End Hotel,Bandra West, Bandra",4000,"Chinese,  Thai,  Seafood",86,4.5
458,Mini Punjab's Lake Side,"Powai, Powai",1700,"North Indian,  Mughlai,  Chinese,  Seafood",472,4
458,Ministry of Crab,"Khar West, Bandra",3000,Seafood,6,4
458,Ministry of Sounds,"Cosmos Jewels,Ghodbunder Road, Thane",1000,"North Indian,  Chinese,  Fast Food",1,4
458,Miniya - Turk,"Crescent Royale,Near Andheri West Station, Andheri West",2500,"Italian,  Turkish",152,4.5
458,Misal Adda,"Thane West, Thane",200,"Maharashtrian,  Street Food",2,3.8
458,Mitron,"Crystal Shoppers Paradise,Bandra West, Bandra",2000,"North Indian,  Japanese,  Continental,  Seafood,  Sushi",109,3.9
458,Mitron,"Fort, South Mumbai",1500,"North Indian,  Continental,  Finger Food",129,4.1
458,MoMo Cafe,"Courtyard by Marriott Hotel,Near Andheri East Station, Andheri East",3000,"North Indian,  Continental",218,4.3
458,Mocambo Cafe,"Fort, South Mumbai",1600,"Italian,  Continental,  Seafood",85,4.3
458,Mondo,"Omkareshwar Building,Dahisar West, North Western",1300,"European,  Indian Cuisine",72,4
458,Moni's,"Thane West, Thane",1500,"North Indian,  Chinese,  Seafood,  Mughlai",58,4.4
458,Monopoly,"Borivali West, North Western",600,Fast Food,54,3.9
458,Mr. Grill,"Kasarvadavali, Thane",1000,"North Indian,  Chinese,  Seafood,  Mughlai",5,4.1
458,Mulk,"Andheri Lokhandwala, Andheri West",2000,"North Indian,  Mughlai",316,4.6
458,My Cafe,"Mira Road East, North Western",500,Fast Food,1,5
458,Naans n Noodles,"Hotel Yogi Midtown,Turbhe, Navi Mumbai",1000,"North Indian,  Chinese",38,3.9
458,Nara,"Colaba, South Mumbai",2500,"Thai,  Asian,  Seafood",62,4.6
458,Nara,"Raheja Towers,Bandra Kurla Complex, Bandra",2500,"Thai,  Asian,  Seafood",192,4.5
458,Nav Chaitanya,"Versova, Andheri West",900,"Seafood,  Maharashtrian",22,4.3
458,Navratree,"Airoli, Navi Mumbai",800,"North Indian,  Chinese,  South Indian",110,3.9
458,Navya,"M.I.D.C, Andheri East",1500,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Oriental ",84,4.2
458,New Food Junxion,"Mira Road, North Western",500,"North Indian,  Chinese,  Fast Food",4,4.4
458,New Sernyaa,"Adarsh Nagar, Andheri West",800,"Tibetan,  Chinese,  Seafood,  Burmese",3,1.7
458,New York Burrito Company,"Fulchand Nivas,Girgaum, South Mumbai",600,Mexican,97,4.5
458,New York Burrito Company,"Inorbit Mall,Malad West, North Western",600,Mexican,59,4.3
458,New York Burrito Company,"Juhu, Andheri West",600,Mexican,8,4.5
458,New York Burrito Company,"Kalpitam Society,Bandra West, Bandra",600,"Mexican,  Fast Food",41,4.5
458,New York Burrito Company,"Kamala Mills Compound,Lower Parel, South Mumbai",600,"Mexican,  Fast Food",41,4.3
458,New York Burrito Company,"Oshiwara, North Western",600,Mexican,5,4.2
458,Nisarga - South Coast Hotel,"Ghansoli, Navi Mumbai",900,"North Indian,  Chinese,  Seafood",36,4.4
458,Nom Nom,"Near Andheri West Station, Andheri West",2000,"Japanese,  Asian,  Oriental ",102,4.4
458,Nomada,"Near Andheri West Station, Andheri West",1500,"American,  Fast Food",4,3.6
458,Nosh & Beyond,"Marol, Andheri East",1000,"Multi-Cuisine,  North Indian,  Continental,  European",7,4.8
458,Oliva,"Harileela CHS,Vile Parle East, Andheri East",700,"Pizza,  Italian,  Continental",3,4.3
458,Once Upon A Dine,"Khar West, Bandra",1000,"Health Food,  Italian,  European",49,4.3
458,One Too Many,"The Regenza by Tunga,Vashi, Navi Mumbai",1800,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Seafood,  Fast Food",93,4.4
458,Opa Bar,"The Peninsula Grand Hotel,Sakinaka, Andheri East",3000,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Lebanese",239,4.2
458,Opa Cafe,"Sakinaka, Andheri East",3000,"Mediterranean,  European,  Lebanese",11,3.4
458,Ottoman Cafe,"Andheri Lokhandwala, Andheri West",1000,"North Indian,  Chinese,  Continental,  Mughlai",21,3
458,Ottoman Cafe,"Versova, Andheri West",1500,"North Indian,  Chinese,  Continental,  Mughlai",27,4.3
458,Pa Pa Ya,"Bandra Kurla Complex, Bandra",2800,"Japanese,  Asian,  Oriental ",266,4.5
458,Pablo - The Art Cafe Lounge,"Turbhe, Navi Mumbai",2500,"Multi-Cuisine,  Continental,  European,  Seafood,  Modern Indian",53,4.2
458,Pachinco,"Andheri Lokhandwala, Andheri West",500,"Desserts,  Health Food,  Coffee,  Tea",12,4.7
458,Pali Village,"Mira Road East, North Western",2000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Seafood,  Mughlai",333,4.1
458,Pancharatna Restaurant & Bar,"Surya Kalyani Mansion Building,Marine Lines, South Mumbai",1500,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai,  Oriental ",209,4.3
458,Pangat,"Shree Gayatri Ganesh Apartment,Borivali West, North Western",700,"Chinese,  North Indian,  Seafood,  Konkani",200,4.1
458,Paps Premium Lounge,"Rosa Vista,Thane West, Thane",2000,"Multi-Cuisine,  North Indian,  Chinese,  European,  Seafood,  Fast Food",48,4.1
458,Pastovilla,"DN Nagar, Andheri West",1000,"North Indian,  Italian,  Continental,  Mexican",128,3.9
458,Peninsula,"Sion, Central Suburbs",1500,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Mexican",115,4.3
458,Peninsula - The Spice of India,"The Peninsula Grand Hotel,Sakinaka, Andheri East",2000,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai",113,3.9
458,Peninsula Next Pure Veg,"Sion, Central Suburbs",1200,"North Indian,  Chinese,  Mexican",130,4.3
458,Pepper Fry by Kamats,"Thane West, Thane",1200,"North Indian,  Continental,  Chinese",143,4.2
458,Persia Darbar,"Lily Tower,Jogeshwari West, North Western",1000,"North Indian,  Chinese,  Arabian",253,4.4
458,Persia Darbar,"Malad West, North Western",1000,"North Indian,  Chinese,  Mughlai",213,4.6
458,Persia Darbar,"Near Andheri West Station, Andheri West",1000,"North Indian,  Chinese,  Seafood",119,4.5
458,Persian Darbar,"Alexandra Terrace,Byculla, South Mumbai",1500,"North Indian,  Chinese,  Mughlai,  Biryani",213,4.3
458,Persian Darbar,"Bandra Kurla Complex, Bandra",1500,"North Indian,  Chinese,  Mughlai,  Biryani",45,4.3
458,Persian Darbar,"Marol, Andheri East",1500,"North Indian,  Chinese,  Mughlai,  Biryani",299,4.3
458,Persian Darbar,"Moray Mahal,Bandra West, Bandra",2500,"North Indian,  Chinese,  Mughlai,  Biryani",182,4.4
458,Phelia Lounge,"Goregaon West, North Western",2000,"Multi-Cuisine,  North Indian,  Oriental ,  Fast Food,  Modern Indian",35,4
458,Phelia Terrace,"First Avenue,Goregaon West, North Western",2000,"North Indian,  Chinese,  Oriental ,  Fast Food",3,3.3
458,Pickle And Pint by Destiny,"M.I.D.C, Andheri East",2200,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Oriental ,  Fast Food",125,4.5
458,Pishu's,"Near Andheri West Station, Andheri West",600,"Juice,  Shakes,  Fast Food,  Health Food",2,4
458,PizzAah! District,"7 Bungalows, Andheri West",600,"Italian,  Pizza,  Fast Food",2,2.4
458,PizzAah! District,"Goregaon West, North Western",600,"Italian,  Pizza",23,3.9
458,Pizza Burst,"Beverly Park,Mira Road, North Western",600,"Pizza,  Italian",18,4.4
458,Pizza Caprina,"Nerul, Navi Mumbai",400,Pizza,2,3.5
458,Pizza Caprina,"Premier Emperor Building,Marol, Andheri East",400,"Pizza,  Italian",1,5
458,PizzaExpress,"Bandra East, Bandra",1400,"European,  Fast Food,  Italian",699,4.5
458,PizzaExpress,"Dhanraj Mahal,Colaba, South Mumbai",1800,"European,  Fast Food,  Italian",602,4.5
458,PizzaExpress,"Hiranandani Business Park,Powai, Powai",1400,"European,  Fast Food,  Italian",590,4.5
458,PizzaExpress,"Near Andheri West Station, Andheri West",1400,"European,  Fast Food,  Italian",408,4.4
458,PizzaExpress,"Viviana Mall,Thane West, Thane",2000,"European,  Fast Food,  Italian",265,4.2
458,Pizzaria House,"Kandivali West, North Western",1000,"Pizza,  Fast Food",2,1
458,Poco Loco,"Khar West, Bandra",1900,"Continental,  Mexican,  Health Food",78,4.2
458,Pokket Cafe,"Ghatkopar West, Central Suburbs",500,Fast Food,5,4.2
458,Pokket Cafe,"Kandivali East, North Western",600,"Fast Food,  Italian,  Chinese",14,4.2
458,Pop Tate's,"Inorbit Mall,Vashi, Navi Mumbai",2000,"Chinese,  Italian,  Continental",48,4.6
458,Pop Tate's,"Kamala Mills Compound,Lower Parel, South Mumbai",2000,"Chinese,  Italian,  Continental",610,4.3
458,Pop Tate's,"Khar West, Bandra",2000,"Chinese,  Italian,  Continental",60,4.6
458,Pop Tate's,"Korum Mall,Thane West, Thane",2000,"Chinese,  Italian,  Continental",404,4.2
458,Pop Tate's,"Lodha Xperia Mall,Dombivli East, Dombivali",2000,"Chinese,  Italian,  Continental",108,4.4
458,Pop Tate's,"Mayfair Sonata Green CHS,Vikhroli West, Central Suburbs",2000,"Chinese,  Italian,  Continental",333,4.3
458,Pop Tate's,"Morya Classic,Veera Desai, Andheri West",2000,"Chinese,  Italian,  Continental",250,4.3
458,Pop Tate's,"Near Andheri West Station, Andheri West",2000,"Chinese,  Italian,  Continental",228,4.3
458,Pop Tate's,"Parth Business Plaza,Malad West, North Western",2000,"Chinese,  Italian,  Continental",335,4.3
458,Pop Tate's,"R Mall,Thane West, Thane",2000,"Chinese,  Italian,  Continental",199,4.2
458,Pop Tate's,"R-Mall,Mulund West, Central Suburbs",2000,"Chinese,  Italian,  Continental",319,4.3
458,Pop Tate's,"Sagar Pallazio Mall,Sakinaka, Andheri East",2000,"Chinese,  Italian,  Continental",378,4.3
458,Pop Tate's,"Satra Plaza,Vashi, Navi Mumbai",2000,"Chinese,  Italian,  Continental",165,4.4
458,Pop Tate's,"The Walk,Thane West, Thane",2000,"Chinese,  Italian,  Continental",204,4.5
458,Powai Social,"MHADA Colony 20, Powai",1600,"North Indian,  Continental,  Asian,  Multi-Cuisine,  Chinese,  Fast Food",77,4.2
458,Pranaam Fine Dine & Bar,"CBD-Belapur, Navi Mumbai",1000,"North Indian,  Chinese,  Seafood,  Biryani",45,4.2
458,Prasad Food Divine,"Dombivli East, Dombivali",800,"North Indian,  Chinese,  Continental",116,4.4
458,Prasad Food Divine,"Kalyan East, Dombivali",800,"North Indian,  Chinese,  Continental",75,4.4
458,Prasad Food Divine,"Manpada, Thane",1000,"North Indian,  Chinese,  Continental",172,4.4
458,Prasad Food Divine,"Mulund West, Central Suburbs",800,"North Indian,  Chinese,  Continental",251,4.2
458,Prasad Food Divine,"Vegas Residency,Kalyan West, Dombivali",800,"North Indian,  Chinese,  Continental",111,4.4
458,Pratap Lunch Home,"Fort, South Mumbai",900,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Mangalorean",377,4.5
458,Preeti Sandwich and Juice Centre,"Amanda Shopping Centre,Thane West, Thane",600,Fast Food,3,4.7
458,Pritam's Dhaba,"Vasai East, North Western",1700,"North Indian,  Chinese",107,4
458,Pritam's Global Cuisine,"Rosa Vista,Thane West, Thane",2000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Oriental ",178,4.2
458,Prithvi Cafe,"Janki Kutir Society,Juhu, Andheri West",500,"Coffee,  Tea,  Fast Food",216,4.2
458,Punjab Grill,"Fort, South Mumbai",3000,"North Indian,  Mughlai",128,4.3
458,Punjab Grill,"Nerul, Navi Mumbai",3000,"North Indian,  Mughlai",24,4.2
458,Punjab Grill,"The Capital Building,Bandra Kurla Complex, Bandra",3000,"North Indian,  Mughlai",197,4.3
458,Punjabi Rasoi,"Hari Niwas,Bandra West, Bandra",600,"North Indian,  Chinese,  Mughlai",1,4
458,Qebab Quisine,"Radisson MIDC,Near Andheri East Station, Andheri East",2800,"North Indian,  Mughlai",29,4.1
458,Qilaa de Vashi,"Vashi, Navi Mumbai",1200,"North Indian,  Italian,  Oriental ",46,3.7
458,Quarter Flip,"Kenilworth Shopping Arcade,Bandra West, Bandra",1200,"North Indian,  Continental,  Seafood",33,3.6
