cityid,name,locality,cost,cuisine,votes,rating
207,SKYHY,"Sri Tirumala Towers,Gachibowli, West Hyderabad",1700,"North Indian,  Chinese,  Continental",552,3.8
207,STR8UP,"Jaysudha Heights,Madhapur, West Hyderabad",1300,"North Indian,  Continental,  Finger Food",185,3.8
207,Sacred Earth Cafe,"Madhapur, West Hyderabad",800,"Italian,  Mediterranean,  Mexican",11,4.8
207,Saffron Soul,"Marigold Hotel,Begumpet, Secunderabad",1300,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood",129,4.3
207,Saharsh Udupi Grand,"Kothaguda, West Hyderabad",300,"North Indian,  South Indian",11,2.3
207,Salaam Namaste,"Hitech City, West Hyderabad",800,"Hyderabadi,  Andhra,  North Indian",132,4.1
207,Salt & Pepper,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad",1500,"North Indian,  Chinese,  Continental",5,2.8
207,Sandwich Eatery,"Kompally, Secunderabad",500,"Fast Food,  Shakes",26,4.2
207,Sandwich Eatery,"Kondapur, West Hyderabad",500,"Fast Food,  Shakes",7,4.3
207,Sandwich Eatery,"Kukatpally, West Hyderabad",500,"Fast Food,  Shakes",26,4.6
207,Sandwich Eatery,"Miyapur, West Hyderabad",500,"Fast Food,  Shakes",8,4.6
207,Sandwich Eatery,"Nizampet, West Hyderabad",500,"Fast Food,  Shakes",16,4.2
207,Sanjos Donuts,"GVK One Mall,Banjara Hills, Central East Hyderabad",400,"Desserts,  Fast Food",13,3.9
207,Santosh Dhaba,"Begum Bazaar, South Hyderabad",600,"North Indian,  Chinese",57,3.8
207,Santosh Family Dhaba,"Kamala Towers,Begumpet, Secunderabad",800,"North Indian,  Chinese",4,5
207,Santosh Klub,"Lingampally, West Hyderabad",800,"North Indian,  Chinese",31,4.6
207,Saudi Arabian Restaurant,"Ameerpet, Central East Hyderabad",700,"Arabian,  Mughlai",30,4.1
207,Scotchman,"Royalton Hotel,Abids, Central Hyderabad",2500,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",34,4.2
207,Seasonal Tastes,"The Westin Hyderabad Mindspace,Hitech City, West Hyderabad",2600,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",193,4.2
207,Serefe Bar Bistro & Lounge,"Jubilee Hills, Central West Hyderabad",2600,"North Indian,  Italian,  Continental,  Asian",229,4.1
207,Seven Spices,"Somajiguda, Central East Hyderabad",900,"Andhra,  North Indian,  Biryani",32,4.2
207,Shree Santosh Family Dhaba,"Kukatpally, West Hyderabad",700,"North Indian,  Chinese",18,3.2
207,Shree Santosh Family Dhaba,"Madhapur, West Hyderabad",500,"North Indian,  Chinese",7,3.6
207,Shri Santosh Family Dhaba,"Banjara Hills, Central East Hyderabad",600,"North Indian,  Chinese",5,2.6
207,Sizzling Joe,"Terminal Drive In,Sindhi Colony, Secunderabad",500,"Sizzlers,  Fast Food",2,1
207,Sky Garden Rooftop Cafe,"Kompally, Secunderabad",1000,"North Indian,  Continental",130,3.8
207,Sky Lounge,"My Place,L B Nagar, East Hyderabad",1500,"North Indian,  Chinese",66,4.2
207,Skypark Cafe,"Owner's Pride,Banjara Hills, Central East Hyderabad",1000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",2,2.5
207,Smoky Pitara,"Sreshta Aura,Jubilee Hills, Central West Hyderabad",1300,"North Indian,  Continental,  Oriental ",1076,3.9
207,Snort,"Hitech City, West Hyderabad",2000,"North Indian,  Italian,  Continental,  Multi-Cuisine",134,4.1
207,So. The Sky Kitchen,"Aryan's Building,Jubilee Hills, Central West Hyderabad",1800,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Asian",425,4.1
207,SodaBottleOpenerWala,"Niharika Jubilee One,Jubilee Hills, Central West Hyderabad",2000,"Parsi,  Iranian",404,4.4
207,Sofrehh Persian Bistro,"Jubilee Hills, Central West Hyderabad",600,"Persian,  Fast Food",30,4.1
207,Sounds & Spirits,"Madhapur, West Hyderabad",1500,"Continental,  Finger Food",385,4.1
207,Southern Kitchen,"Hotel Swagath Grand,Hafeezpet, West Hyderabad",900,South Indian,5,3.7
207,Southern Mirchi,"Banjara Hills, Central East Hyderabad",1000,"Chinese,  South Indian",1,4
207,Southern Spice,"Banjara Hills, Central East Hyderabad",800,South Indian,46,3.9
207,Southern Spice,"Retro Drive In,Madhapur, West Hyderabad",800,"South Indian,  Chinese",7,3.6
207,Spice 6 - The Arab Villagio,"Banjara Hills, Central East Hyderabad",1200,"Multi-Cuisine,  North Indian,  Chinese,  Lebanese,  Arabian",328,4.2
207,Spice 6 - The Global Dining,"Banjara Hills, Central East Hyderabad",1400,"North Indian,  Chinese,  Lebanese",115,4.2
207,Spice Garden,"Royal Reve Hotel,SD Road, Secunderabad",700,"North Indian,  Chinese,  Continental",85,4
207,Spice It,"Ibis Hotel,Hitech City, West Hyderabad",1400,"North Indian,  Italian,  Hyderabadi",25,3.4
207,Spice Nation,"Kushaiguda, Secunderabad",500,"North Indian,  Chinese,  Biryani",10,4.4
207,Spudato,"Gachibowli, West Hyderabad",1200,"North Indian,  Chinese,  Continental",72,3.9
207,Sri Santosh Family Dhaba,"Tarnaka, East Hyderabad",600,"North Indian,  Chinese",4,2.9
207,Stallion,"Royal Reve Hotel,SD Road, Secunderabad",1600,"Chinese,  Mughlai",18,4.2
207,Stikstof Ice-cream Cafe,"Madhapur, West Hyderabad",500,"Desserts,  Ice Cream,  Tea",71,3.9
207,Stone Waters,"Aruna Arcade,Jubilee Hills, Central West Hyderabad",2100,"North Indian,  Continental,  Asian",266,4.1
207,Subway,"Mayfair Complex,SP Road, Secunderabad",400,Health Food,2,3.8
207,Sync Restro Bar,"Best Western Ashoka,Lakdi-Ka-Pul, Central Hyderabad",1600,"North Indian,  Chinese,  Andhra",20,4.3
207,T Grill Thali Time,"Hotel Deccan Serai,Hitech City, West Hyderabad",800,"North Indian,  Mughlai,  Seafood,  Oriental ",566,4
207,T- Grill,"Madhapur, West Hyderabad",700,"North Indian,  South Indian,  Mughlai,  Andhra",669,3.1
207,TGI Friday's,"Forum Sujana Mall,Kukatpally, West Hyderabad",3400,"Mexican,  American,  Tex Mex,  Tex Mex",429,4.1
207,TMH-Flavours Of Taj Mahal Hotel,"L & T Metro Mall,Madhapur, West Hyderabad",1000,"North Indian,  South Indian,  Chinese",102,4.3
207,TOS - Tales Over Spirits,"Banjara Hills, Central East Hyderabad",1500,"North Indian,  Chinese",280,3.9
207,Tabla,"APHB Commercial Complex,Kukatpally, West Hyderabad",900,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",195,4.2
207,Tabla,"Bhaskar Plaza,Banjara Hills, Central East Hyderabad",1800,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",232,4.1
207,Tabla,"Hardhick Crown,Hitech City, West Hyderabad",1100,"North Indian,  Chinese,  Continental,  Andhra",211,4.1
207,Tabla,"Nagole, East Hyderabad",1200,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",175,3.9
207,Tabla,"Uppal, East Hyderabad",1700,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",208,4.1
207,Taco Bell,"DSL VIRTUE MALL,Uppal, East Hyderabad",500,"Mexican,  Tex Mex",8,3.4
207,Taco Bell,"GSM Mall,Chanda Nagar, West Hyderabad",500,"Mexican,  Tex Mex",24,4
207,Taco Bell,"Inorbit Mall,Madhapur, West Hyderabad",500,"Mexican,  Tex Mex,  Tex Mex",21,4.4
207,Taco Bell,"L & T Metro Mall,Madhapur, West Hyderabad",500,"Mexican,  Tex Mex",86,4.3
207,Taco Bell,"L and T Mall,Panjagutta, Central East Hyderabad",500,"Mexican,  Tex Mex",4,4.3
207,Taco Bell,"Next Galleria Mall,Panjagutta, Central East Hyderabad",500,"Mexican,  Tex Mex",99,4.4
207,Taco Bell,"Sarath City Capital Mall,Kondapur, West Hyderabad",500,"Mexican,  Tex Mex,  Tex Mex",53,4.1
207,Tandoor Restaurant & Bakers,"Shameerpet, Secunderabad",600,"North Indian,  Chinese",5,3.2
207,Tarz Creators Studio & Cafe,"Jubilee Hills, Central West Hyderabad",800,"Health Food,  North Indian,  Italian,  Mediterranean",41,4.4
207,Taste of India,"Habsiguda, East Hyderabad",1000,"North Indian,  Chinese,  Mughlai",24,3.5
207,Taste of Rajasthan,"Madhapur, West Hyderabad",400,"Rajasthani,  North Indian",3,2.1
207,Tasty Village Multicuisine Restuarant,"Alwal, Secunderabad",500,"North Indian,  Chinese,  South Indian",10,3.3
207,Tatva,"Jubilee Hills, Central West Hyderabad",1500,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  European,  Mughlai",357,4.4
207,Tatva,"SP Road, Secunderabad",1500,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  European,  Mughlai",48,4.3
207,Telangana Spice Kitchen,"Jubilee Hills, Central West Hyderabad",1500,"North Indian,  Chinese,  Mughlai",339,4.2
207,Teluguness,"Hitech City, West Hyderabad",1000,"North Indian,  Andhra,  Chinese",246,4.1
207,Temptations,"Begum Bazaar, South Hyderabad",600,"Desserts,  Ice Cream,  Shakes,  Fast Food",1,4
207,Temptations,"Kompally, Secunderabad",600,"Desserts,  Ice Cream,  Shakes,  Fast Food",2,5
207,The Arabian Mandi,"A S Rao Nagar, Secunderabad",800,Arabian,7,3.3
207,The Bake Factory,"Lingampally, West Hyderabad",700,"Italian,  Continental,  Desserts",7,4.7
207,The Bar,"Novotel Hyderabad Convention Centre,Hitech City, West Hyderabad",2500,"Finger Food,  Italian",12,4.3
207,The Big Cup Theory,"Madhapur, West Hyderabad",1000,"Italian,  Continental,  European",59,4.2
207,The Big Owl Cafe,"Sainikpuri, Secunderabad",1000,"Italian,  Continental",58,3.8
207,The Board Game Cafe,"Himayath Nagar, Central Hyderabad",900,"Fast Food,  Chinese,  Continental",75,4.2
207,The Breezy Bistro,"Hitech City, West Hyderabad",900,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",148,3.6
207,The Chocolate Room,"Attapur, South Hyderabad",800,"Italian,  Continental,  Fast Food,  Desserts",49,4.2
207,The Chocolate Room Co-working Cafe & Lounge,"Hitech City, West Hyderabad",1000,"Desserts,  Fast Food",62,4.2
207,The Coffee Cup,"Sainikpuri, Secunderabad",700,"Continental,  Fast Food,  Italian,  Coffee",122,4.3
207,The Coffee Cup Pizzeria,"Sainikpuri, Secunderabad",700,"Italian,  Continental,  Fast Food,  Coffee",191,4.4
207,The Dining Room,"Park Hyatt Hotel,Banjara Hills, Central East Hyderabad",3000,"North Indian,  Continental",85,4.2
207,The Fort Club,"Ambiance Fort,Attapur, South Hyderabad",500,"North Indian,  Chinese,  South Indian",3,3.7
207,The Funnel Hill Creamery,"Jubilee Hills, Central West Hyderabad",1000,"Desserts,  Fast Food",31,4
207,The Garage Project,"Sainikpuri, Secunderabad",500,"Continental,  Fast Food",62,4.5
207,The Glass Onion,"Gachibowli, West Hyderabad",1700,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",205,4.2
207,The Grand Trunk Road,"Madhapur, West Hyderabad",1100,"North Indian,  Chinese,  South Indian",712,4
207,The Hole in The Wall Cafe,"Jubilee Hills, Central West Hyderabad",600,"American,  Fast Food,  Waffle",62,4.4
207,The Hoppery,"Jubilee Hills, Central West Hyderabad",1800,"Continental,  Finger Food,  Pizza",375,4.3
207,The Hyderabad Oven,"Gachibowli, West Hyderabad",500,North Indian,2,4.5
207,The Joint Al Mandi,"Madhapur, West Hyderabad",500,"Lebanese,  Arabian",107,4.5
207,The Joint Bar & Cafe,"The Joint,Banjara Hills, Central East Hyderabad",700,Drinks,87,4.2
207,The Lal Street - Bar Stock Exchange,"SLN Terminus,Gachibowli, West Hyderabad",1600,"North Indian,  Finger Food,  Pizza",767,4.1
207,The Living Room,"Park Hyatt Hotel,Banjara Hills, Central East Hyderabad",1200,"Desserts,  Bakery and Confectionary,  Coffee",7,4.1
207,The Moonshine Project,"Jubilee Hills, Central West Hyderabad",2200,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Mexican,  American",236,4.3
207,The Old Madras Baking Company,"Gachibowli, West Hyderabad",800,"Bakery and Confectionary,  Desserts,  Fast Food,  Coffee",35,3.9
207,The Old Madras Baking Company,"Manikonda, West Hyderabad",600,"Fast Food,  Bakery and Confectionary,  Pizza",15,3.8
207,The Pizza Hub,"Kachiguda, Central Hyderabad",600,"Fast Food,  Pizza",1,2
207,The Punjabis Swag,"Gachibowli, West Hyderabad",800,"North Indian,  Chinese",36,4.3
207,The Scam,"Lingampally, West Hyderabad",1400,"North Indian,  Continental",88,4
207,The Spicy Venue,"Jubilee Hills, Central West Hyderabad",1100,"Andhra,  Chinese",425,4.2
207,The ThickShake Factory,"Film Nagar, Central West Hyderabad",400,Shakes,4,4.3
207,The Tilt Republic Bar,"Fantasy Square Building,Gachibowli, West Hyderabad",2000,"North Indian,  Continental,  European",246,4.2
207,Theory Cafe & Dessert Bar,"Jubilee Hills, Central West Hyderabad",1200,"Continental,  Fast Food,  Shakes",31,3.9
207,Theth Masala,"Lingampally, West Hyderabad",1200,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",14,4.2
207,Thinespo,"Kompally, Secunderabad",900,"Italian,  Continental",23,4.3
207,TiKi Shack - Rooftop Bar,"Jahnavi Trade Center,Jubilee Hills, Central West Hyderabad",1500,"Multi-Cuisine,  North Indian,  Continental,  Asian,  Fast Food",249,4
207,Tiki Shack,"Times Square,Gachibowli, West Hyderabad",1300,"Continental,  Finger Food",284,4.2
207,Tollgate,"Tollgate,Jeedimetla, Secunderabad",800,"North Indian,  South Indian,  Chinese",86,4.1
207,Top of The World Restaurant,"Tirupathi Reddy Plaza,A S Rao Nagar, Secunderabad",1200,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",49,3.6
207,Tortilla's,"Next Galleria Mall,Panjagutta, Central East Hyderabad",400,"Mexican,  Fast Food",46,3.7
207,Touch of Class,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad",1000,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",10,3.9
207,Tre-Forni,"Park Hyatt Hotel,Banjara Hills, Central East Hyderabad",3000,Italian,29,4.3
207,Tulip Elite Bar,"Tulip Grand,Uppal, East Hyderabad",1500,"North Indian,  Chinese,  Seafood",35,4.2
207,Turquoise,"Le Meridien Hyderabad,Gachibowli, West Hyderabad",2000,"Multi-Cuisine,  North Indian,  Continental,  American,  Health Food",7,2.9
207,Ulavacharu,"Fantasy Square Building,Gachibowli, West Hyderabad",1000,"Seafood,  Andhra,  North Indian,  Chinese",333,3.9
207,Ulavacharu,"Jubilee Hills, Central West Hyderabad",1000,"Seafood,  Andhra,  North Indian,  Chinese",324,3.8
207,United Kitchens of India,"The Purple Leaf Hotel,Karkhana, Secunderabad",1000,"Multi-Cuisine,  North Indian,  Chinese,  Andhra,  Chettinad,  Bengali",213,4.2
207,Up & Above,"SNS Arcade,PG Road, Secunderabad",1300,"North Indian,  Chinese,  Fast Food",212,4
207,Up Cup Cafe,"Madhapur, West Hyderabad",600,"Continental,  Fast Food",1,5
207,Upper Deck,"Swagath De Royal,Kondapur, West Hyderabad",1000,"North Indian,  Chinese",17,4.2
207,Urban Asia And Eat India Company,"Times Square,Gachibowli, West Hyderabad",1100,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Japanese,  Mughlai",379,4.1
207,Urban Asia-Kitchen and Bar,"Jahnavi Trade Center,Jubilee Hills, Central West Hyderabad",1500,"Asian,  Chinese,  Thai,  Japanese,  Seafood",452,4.2
207,Verandah,"The Park,Somajiguda, Central East Hyderabad",3300,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",279,4
207,Vintage Restaurant And Bar,"Nallakunta, Central Hyderabad",1000,"North Indian,  Chinese",10,4
207,Viva,"Vivanta By Taj Hotel,Begumpet, Secunderabad",2300,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian",251,4.1
207,Vivaha Bhojanambu,"A S Rao Nagar, Secunderabad",1000,South Indian,61,3.8
207,Vivaha Bhojanambu,"CVK Park square,Kalasiguda, Secunderabad",1000,Andhra,234,4.1
207,Vivaha Bhojanambu,"Jubilee Hills, Central West Hyderabad",1000,South Indian,428,4.1
207,W Cafe By Wich Way,"Sainikpuri, Secunderabad",800,"Continental,  American,  Fast Food",127,4.2
207,WOFL,"Banjara Hills, Central East Hyderabad",600,"Desserts,  Fast Food,  Waffle",40,4.1
207,Waffle House,"Banjara Hills, Central East Hyderabad",600,"Fast Food,  Waffle,  Desserts",16,3.4
207,Waterside Cafe,"Taj Banjara Hotel,Banjara Hills, Central East Hyderabad",3000,"North Indian,  Continental",28,3.8
207,Wings N Pizza,"Suraram, Secunderabad",300,"Pizza,  Fast Food",7,3.5
207,World of Tortillas,"GSM Mall,Miyapur, West Hyderabad",600,"Continental,  Mexican",2,4
207,Yellow Bamboos,"Hotel Swagath Grand,Hafeezpet, West Hyderabad",1000,"North Indian,  Chinese",9,4
207,Zafar's Fine Dine,"Yousuf Tekri Complex,Tolichowki, Central Hyderabad",900,"Chinese,  Arabian,  North Indian",44,4
207,Zega,"Sheraton Hyderabad Hotel,Gachibowli, West Hyderabad",2400,"Asian,  Sushi",73,4.6
207,Zero40 Brewing,"Zero40,Jubilee Hills, Central West Hyderabad",2700,"North Indian,  American",232,4.4
207,Zozoz Pizzeria,"Jubilee Hills, Central West Hyderabad",800,"Italian,  Pizza",72,4.2
210,10 Downing Street,"Malhar Mega Mall,Vijay Nagar, East Indore",1600,Finger Food,18,4
210,10 Eleven Cafe,"Bicholi Mardana, West Indore",300,"North Indian,  Fast Food",1,1
210,5/78 Skybar,"Brilliant Convention Centre,Vijay Nagar, East Indore",2000,"Asian,  Finger Food,  Italian",175,4.6
210,54 Praangan,"Indore Marriott Hotel,Vijay Nagar, East Indore",3300,"North Indian,  Awadhi,  Mughlai",105,4.4
210,Addiction by Solaris,"Solaris Hotel & Club,Bhanwar Kuan, South Indore",1800,North Indian,145,4.3
210,Agent Jack's Bar,"Headquarter Building,Vijay Nagar, East Indore",1100,"Finger Food,  Fast Food,  North Indian,  Italian",54,3.8
210,Agrawal's 420 Bites,"NM Tower,New Palasia, Central Indore",400,"Fast Food,  Bakery and Confectionary,  Desserts",83,4.4
210,Aloha Rooftop,"Hotel Silvotel,Vijay Nagar, East Indore",1200,"North Indian,  Chinese,  Fast Food",179,4
210,Anand Shree Fruit Bonanza,"Vijay Nagar, East Indore",600,"Chinese,  South Indian,  Fast Food,  Shakes,  Italian,  Street Food,  Desserts,  Ice Cream,  Pizza",8,3.5
210,Angaraa,"The Mark Building,Old Palasia, Central Indore",800,"North Indian,  Chinese",116,3.5
210,Applause,"Khajrana, East Indore",2000,"Italian,  Finger Food",3,4.6
210,Atul Sandwich And Cafe,"Navneet Plaza,Old Palasia, Central Indore",400,Fast Food,9,2.8
210,BBC - Billiards Bar Cafe,"Vijay Nagar, East Indore",400,Fast Food,2,3
210,Bake N Shake,"Giriraj Grande,Vijay Nagar, East Indore",800,"Italian,  Fast Food,  Bakery and Confectionary,  Desserts,  Coffee,  Shakes",47,3.9
210,Bakerywala,"Vijay Nagar, East Indore",500,"North Indian,  Fast Food,  Italian,  Chinese,  South Indian",5,3.2
210,Bamboo Tree,"Vijay Nagar, East Indore",900,"North Indian,  Chinese,  Continental,  Asian",9,4
210,Banana Leaf,"Malhar Mega Mall,Vijay Nagar, East Indore",800,South Indian,149,4.2
210,Beeji Bar and Restaurant,"Rampurawala Building,South Tukoganj, East Indore",1400,"North Indian,  Chinese",5,1.5
210,Bella Pizzeria,"Old Palasia, Central Indore",800,"Italian,  Fast Food",15,3.6
210,Black Pearl,"Chitragupt Square,Vijay Nagar, East Indore",900,North Indian,19,2.7
210,Boozer's Bar,"Dwarkapuri, South Indore",1400,"North Indian,  Chinese,  Finger Food",6,1.8
210,Brix & Barrels,"Bhanwar Kuan, South Indore",1500,"North Indian,  Continental,  Mughlai",1,1
210,Brother's Cafe,"Vijay Nagar, East Indore",500,"North Indian,  Fast Food",3,4.6
210,Brothers The Dining Restro,"Rajendra Nagar, South Indore",600,North Indian,74,3.3
210,Bunk,"Vijay Nagar, East Indore",300,Fast Food,3,4.3
210,COD - Come On Dear,"South Tukoganj, East Indore",600,Fast Food,8,3.1
210,Cafe Bake Well,"Hotel Crown Palace,South Tukoganj, East Indore",600,"North Indian,  Chinese,  Fast Food,  Italian,  Desserts",36,4.2
210,Cafe Blue Turtle,"Indore By Pass Road, East Indore",1500,"North Indian,  Fast Food,  Italian",32,4.3
210,Cafe Chapter One,"Vijay Nagar, East Indore",900,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",97,4.5
210,Cafe Terazza,"Airen Heights,Vijay Nagar, East Indore",1000,"Italian,  Chinese,  Fast Food",120,3.6
210,Cake Me Up,"Hotel WOW,Vijay Nagar, East Indore",600,"Bakery and Confectionary,  Desserts",3,4.7
210,CakeSmith's Alley,"Vijay Nagar, East Indore",600,"Fast Food,  Desserts,  Bakery and Confectionary",5,1.8
210,Cakes N Craft,"Bhanwar Kuan, South Indore",500,"Bakery and Confectionary,  Desserts",9,4.8
210,Cakes N Craft,"Old Palasia, Central Indore",500,"Bakery and Confectionary,  Desserts",16,4.1
210,Cakes N Craft,"Shekhar Planet,Vijay Nagar, East Indore",500,"Bakery and Confectionary,  Desserts",2,2.5
210,Cakes N Craft,"Sudama Nagar, South Indore",500,"Bakery and Confectionary,  Desserts",7,4.1
210,Capers,"Hotel Effotel,Vijay Nagar, East Indore",1900,"North Indian,  Mediterranean,  Oriental ",62,4.6
210,Chai Kaapi,"Indore By Pass Road, East Indore",400,"Fast Food,  Tea",2,2.6
210,Chai Kaapi,"Khajrana, East Indore",400,"Fast Food,  Tea",7,2.9
210,Chai Kaapi,"Old Palasia, Central Indore",400,"Fast Food,  Tea",23,2.9
210,Chai Kaapi,"Vijay Nagar, East Indore",400,"Fast Food,  Tea",5,3.4
210,Chakhna Cafe,"Shekhar Central,Old Palasia, Central Indore",500,"Fast Food,  North Indian,  Chinese",1,5
210,Chang's Legacy,"Vijay Nagar, East Indore",900,"Chinese,  Asian",192,4.2
210,Cheese Factory,"Manik Bagh Road, South Indore",400,Fast Food,34,3.9
210,Chicago Pizza,"Navneet Tower,Old Palasia, Central Indore",800,"Italian,  Pizza",6,3.9
210,Chick N Serve,"Khajrana, East Indore",900,"Lebanese,  Fast Food,  North Indian,  Chinese",3,4.3
210,Chill Baby,"Siyaganj, Central Indore",500,Fast Food,3,3
210,Chill Baby,"Vijay Nagar, East Indore",500,"Fast Food,  Chinese,  Coffee,  Shakes",66,4.3
210,Constellation,"Hotel WOW,Vijay Nagar, East Indore",2500,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Asian",486,4.1
210,Couple Lounge,"Hotel Amar Vilas,Chandra Nagar, North Indore",1500,"North Indian,  Chinese,  Continental",50,3.6
210,Courtyard,"Crescent Spa And Resort,Indore By Pass Road, East Indore",2100,"North Indian,  Chinese",34,4.6
210,Cravings,"Sayaji Hotel,Vijay Nagar, East Indore",1800,"North Indian,  Italian,  Chinese",188,4.5
210,Cream Centre,"Vijay Nagar, East Indore",1800,"North Indian,  Chinese,  Mexican,  Street Food",124,4.1
210,Crosswind,"Apollo Square,New Palasia, Central Indore",2000,"North Indian,  Chinese",108,3.3
210,Cube,"Hotel Effotel,Vijay Nagar, East Indore",1200,"European,  Asian,  American",213,4.5
210,D2i Restaurant,"Sapna Sangeeta Road, Central Indore",600,"North Indian,  Chinese,  Mughlai",46,3.7
210,Deluxe Bar,"RNT Marg, East Indore",700,"North Indian,  Mughlai",3,4.7
210,Dhaba Cafe,"Metro Tower,Vijay Nagar, East Indore",500,"Street Food,  Fast Food",3,2.7
210,Dosa Craft,"One Centre Mall,New Palasia, Central Indore",400,South Indian,63,3.3
210,Drool- The Highway Shack,"Indore By Pass Road, East Indore",1000,"North Indian,  Chinese,  Fast Food",22,4.1
210,Drunken Monkey,"Vijay Nagar, East Indore",400,"Health Food,  Juice,  Shakes,  Fast Food,  Coffee",12,3.5
210,Echidna Restobrew,"Indore By Pass Road, East Indore",2000,"North Indian,  Mediterranean,  Barbecue,  Oriental ",88,3.6
210,Ecstacy By Hakeem's,"Vijay Nagar, East Indore",1200,"North Indian,  Italian,  Oriental ,  Continental",122,4.3
210,Effe Cafe,"Papaya Tree Hotel,Rau, South Indore",1200,Fast Food,16,3.9
210,Ego,"Shekhar Central,Old Palasia, Central Indore",1200,"North Indian,  Chinese,  Finger Food",3,3.2
210,Enrise By Sayaji,"Rau, South Indore",1000,"North Indian,  Italian,  Chinese",76,4.1
210,Ethyl Bar,"Radisson Blu Hotel Indore,Vijay Nagar, East Indore",2800,Finger Food,2,4.3
210,Fire & Smoke,"Indore By Pass Road, East Indore",1200,"North Indian,  Chinese,  Continental",413,4.4
210,Food Fantasy,"Vijay Nagar, East Indore",600,"North Indian,  Chinese",14,3.9
210,Food Mahal,"Vijay Nagar, East Indore",500,"North Indian,  Chinese,  Fast Food",8,3.4
210,Four More Shots,"New Palasia, Central Indore",1600,"North Indian,  Mughlai,  Finger Food",24,3.5
210,Four Seasons,"South Tukoganj, East Indore",1000,"North Indian,  Chinese",88,4
210,Freito,"Vijay Nagar, East Indore",1200,"American,  Italian,  Asian",213,4.1
210,Frespresso,"Hotel Mangal Regency,Vijay Nagar, East Indore",700,"Fast Food,  Coffee",7,4.8
210,Funeats,"Treasure Island Mall,South Tukoganj, East Indore",800,"North Indian,  Chinese,  Continental,  Italian",5,3.9
210,GFC - The Great Food Company,"Indore By Pass Road, East Indore",1000,"North Indian,  Chinese",15,4.5
210,Golden Treat,"Hotel Crown Palace,South Tukoganj, East Indore",1800,"North Indian,  Chinese,  Continental",24,4.7
210,Good Old Days - Bar,"Hotel Effotel,Vijay Nagar, East Indore",1500,"North Indian,  Mediterranean,  Oriental ",22,4.2
210,Gordhan Thal,"C21 Mall,Vijay Nagar, East Indore",700,North Indian,22,3.9
210,Gyani's Kafe,"Bhanwar Kuan, South Indore",500,Fast Food,1,4
210,Gyaniji Ka Khalsa Dhaba,"Bhanwar Kuan, South Indore",400,"North Indian,  Chinese",23,4.1
210,Harmony's Restaurant,"South Tukoganj, East Indore",700,"North Indian,  Chinese,  Fast Food",5,4.6
210,Hotel Bee Town,"Rajendra Nagar, South Indore",900,"North Indian,  Chinese",9,3.3
210,Hotel Kalinga,"South Tukoganj, East Indore",1600,"North Indian,  Chinese",53,3.9
210,Hotel Prithviraj,"Vijay Nagar, East Indore",700,North Indian,3,4.1
210,House Of Malts,"PS9 Hotel,Vijay Nagar, East Indore",1800,"North Indian,  Chinese,  Continental,  Fast Food",257,4.2
210,Ice Balls and Slice Square,"New Palasia, Central Indore",300,"Fast Food,  Ice Cream",16,4.6
210,India Junction,"South Tukoganj, East Indore",1100,"North Indian,  Chinese",83,3.9
210,Indore Baking Company,"Indore Marriott Hotel,Vijay Nagar, East Indore",1600,"North Indian,  Continental,  Bakery and Confectionary,  Coffee,  Tea",45,4.4
210,Indore Kitchen,"Indore Marriott Hotel,Vijay Nagar, East Indore",3000,"North Indian,  Italian,  Asian,  Fast Food",539,4.1
210,JAL - A Jungle Restaurant,"Bhanwar Kuan, South Indore",1000,"North Indian,  Chinese,  Fast Food",102,4.2
210,Jail - The InDorii Cafe,"Navlakha, Central Indore",600,Fast Food,33,4.7
210,Kabeer,"Madhumilan Square,RNT Marg, East Indore",900,"North Indian,  Mughlai",67,3.4
210,Kava,"Fairfield by Marriott Indore,Vijay Nagar, East Indore",1600,"North Indian,  Italian,  Asian",445,3.8
210,Kebabilal's,"Bhanwar Kuan, South Indore",700,"North Indian,  Chinese",53,3.3
